order_id,order_date,customer_id,state,region,product,quantity,unit_price,discount,revenue
ORD00293,2025-01-14,CUST1120,Tamil Nadu,South,Laptop,6,63765.27,0.08,351984.29
ORD00294,2025-05-25,CUST1089,Rajasthan,North,Laptop,4,59738.4,0.03,231784.99
ORD00295,2025-06-13,CUST1045,Maharashtra,West,Keyboard,2,1856.43,0.05,3527.22
ORD00296,2025-03-21,CUST1074,Rajasthan,North,Printer,2,11860.86,0.05,22535.63
ORD00297,2025-10-03,CUST1008,Tamil Nadu,South,Monitor,4,17751.2,0.0,71004.8
ORD00298,2025-10-11,CUST1107,Goa,West,Keyboard,1,1680.14,0.0,1680.14
ORD00299,2025-04-30,CUST1044,Punjab,North,Mouse,4,950.72,0.1,3422.59
ORD00300,2025-11-30,CUST1002,Uttar Pradesh,North,Keyboard,7,1814.37,0.08,11684.54
ORD00301,2025-04-29,CUST1035,Maharashtra,West,Mouse,4,817.08,0.03,3170.27
ORD00302,2025-06-28,CUST1078,Haryana,North,Mouse,5,866.91,0.05,4117.82
ORD00303,2025-09-08,CUST1043,Karnataka,South,Monitor,4,17927.63,0.1,64539.47
ORD00304,2025-02-08,CUST1095,Kerala,South,Monitor,1,19703.15,0.03,19112.06
ORD00305,2025-05-31,CUST1045,Uttar Pradesh,North,Printer,2,12077.39,0.08,22222.4
ORD00306,2025-12-07,CUST1001,Delhi,North,Monitor,2,18624.36,0.08,34268.82
ORD00307,2025-06-24,CUST1034,Rajasthan,North,Mouse,6,983.4,0.1,5310.36
ORD00308,2025-05-25,CUST1026,Bihar,East,Monitor,3,16263.06,0.03,47325.5
ORD00309,2025-10-29,CUST1068,Uttar Pradesh,North,Laptop,4,70602.33,0.05,268288.85
ORD00310,2025-12-27,CUST1090,Bihar,East,Laptop,3,67170.63,0.1,181360.7
ORD00311,2025-03-04,CUST1073,Kerala,South,Keyboard,2,1837.78,0.03,3565.29
ORD00312,2025-03-18,CUST1031,Bihar,East,Laptop,1,68671.01,0.1,61803.91
ORD00313,2025-05-12,CUST1102,Maharashtra,West,Printer,4,11769.94,0.03,45667.37
ORD00314,2025-10-06,CUST1083,Odisha,East,Software,2,8066.84,0.03,15649.67
ORD00315,2025-03-06,CUST1076,Tamil Nadu,South,Printer,1,11588.11,0.0,11588.11
ORD00316,2025-11-01,CUST1096,Gujarat,West,Mouse,3,908.73,0.08,2508.09
ORD00317,2025-04-20,CUST1078,Bihar,East,Printer,4,12208.95,0.03,47370.73
ORD00318,2025-10-09,CUST1072,Gujarat,West,Monitor,6,17567.23,0.0,105403.38
ORD00319,2025-06-03,CUST1025,Andhra Pradesh,South,Monitor,6,16292.31,0.08,89933.55
ORD00320,2025-08-16,CUST1015,Karnataka,South,Mouse,2,854.29,0.1,1537.72
ORD00321,2025-01-21,CUST1023,Goa,West,Software,6,7823.24,0.03,45531.26
ORD00322,2025-02-20,CUST1015,Goa,West,Mouse,4,927.84,0.0,3711.36
ORD00323,2025-02-21,CUST1110,Delhi,North,Mouse,5,828.26,0.05,3934.24
ORD00324,2025-05-24,CUST1106,Goa,West,Mouse,7,907.05,0.08,5841.4
ORD00325,2025-05-12,CUST1090,Delhi,North,Software,2,7158.94,0.03,13888.34
ORD00326,2025-06-08,CUST1071,Maharashtra,West,Software,3,7022.16,0.08,19381.16
ORD00327,2025-02-05,CUST1084,Telangana,South,Laptop,2,61835.32,0.1,111303.58
ORD00328,2025-06-22,CUST1106,Delhi,North,Software,7,7310.26,0.0,51171.82
ORD00329,2025-01-26,CUST1009,Telangana,South,Printer,5,12922.1,0.1,58149.45
ORD00330,2025-03-13,CUST1024,Telangana,South,Monitor,2,19223.5,0.0,38447.0
ORD00331,2025-02-19,CUST1024,Andhra Pradesh,South,Laptop,2,68646.83,0.05,130428.98
ORD00332,2025-06-13,CUST1074,Odisha,East,Keyboard,4,1911.43,0.03,7416.35
ORD00333,2025-08-14,CUST1033,Bihar,East,Monitor,5,18852.75,0.0,94263.75
ORD00334,2025-06-09,CUST1011,Rajasthan,North,Mouse,1,925.55,0.1,833.0
ORD00335,2025-09-11,CUST1025,Gujarat,West,Laptop,6,66228.19,0.1,357632.23
ORD00336,2025-02-11,CUST1118,West Bengal,East,Printer,7,12422.02,0.1,78258.73
ORD00337,2025-07-07,CUST1046,Tamil Nadu,South,Laptop,1,71386.33,0.05,67817.01
ORD00338,2025-04-19,CUST1110,Odisha,East,Keyboard,2,1945.99,0.03,3775.22
ORD00339,2025-05-16,CUST1097,Delhi,North,Mouse,1,844.54,0.08,776.98
ORD00340,2025-11-12,CUST1002,Goa,West,Software,1,7413.61,0.08,6820.52
ORD00341,2025-09-21,CUST1102,Karnataka,South,Mouse,4,925.23,0.05,3515.87
ORD00342,2025-09-16,CUST1086,Uttar Pradesh,North,Monitor,3,17367.6,0.08,47934.58
ORD00343,2025-07-28,CUST1035,Haryana,North,Monitor,7,18582.62,0.08,119672.07
ORD00344,2025-11-29,CUST1093,West Bengal,East,Software,4,6883.15,0.08,25329.99
ORD00345,2025-05-01,CUST1055,Telangana,South,Laptop,7,59756.79,0.03,405748.6
ORD00346,2025-01-03,CUST1016,Andhra Pradesh,South,Keyboard,1,1973.25,0.08,1815.39
ORD00347,2025-04-28,CUST1005,Kerala,South,Mouse,7,985.35,0.08,6345.65
ORD00348,2025-03-25,CUST1070,Delhi,North,Keyboard,1,1861.76,0.0,1861.76
ORD00349,2025-02-07,CUST1116,Haryana,North,Monitor,7,18390.55,0.0,128733.85
ORD00350,2025-04-24,CUST1109,West Bengal,East,Mouse,6,864.56,0.08,4772.37
ORD00351,2025-11-27,CUST1067,West Bengal,East,Laptop,5,70680.45,0.03,342800.18
ORD00352,2025-11-07,CUST1006,Delhi,North,Software,7,7650.89,0.03,51949.54
ORD00353,2025-01-12,CUST1111,Odisha,East,Software,3,8027.14,0.08,22154.91
ORD00354,2025-06-07,CUST1088,Bihar,East,Monitor,6,18460.62,0.03,107440.81
ORD00355,2025-01-14,CUST1073,Gujarat,West,Software,6,7935.05,0.05,45229.79
ORD00356,2025-07-25,CUST1020,Telangana,South,Mouse,3,837.68,0.03,2437.65
ORD00357,2025-11-06,CUST1033,West Bengal,East,Monitor,1,16677.09,0.03,16176.78
ORD00358,2025-01-25,CUST1013,Delhi,North,Software,1,7226.3,0.1,6503.67
ORD00359,2025-03-20,CUST1068,Punjab,North,Monitor,5,18021.99,0.03,87406.65
ORD00360,2025-11-30,CUST1020,Tamil Nadu,South,Keyboard,4,1732.25,0.08,6374.68
ORD00361,2025-05-10,CUST1060,West Bengal,East,Mouse,4,813.18,0.1,2927.45
ORD00362,2025-09-23,CUST1089,Rajasthan,North,Printer,7,12154.66,0.05,80828.49
ORD00363,2025-02-25,CUST1079,West Bengal,East,Software,3,6836.67,0.03,19894.71
ORD00364,2025-06-05,CUST1062,Maharashtra,West,Printer,1,10979.11,0.05,10430.15
ORD00365,2025-09-17,CUST1103,Kerala,South,Printer,7,12283.32,0.08,79104.58
ORD00366,2025-11-04,CUST1036,Uttar Pradesh,North,Laptop,5,62481.3,0.08,287413.98
ORD00367,2025-04-26,CUST1063,Karnataka,South,Software,7,6946.07,0.03,47163.82
ORD00368,2025-01-14,CUST1071,Kerala,South,Mouse,3,884.54,0.05,2520.94
ORD00369,2025-03-03,CUST1091,Punjab,North,Mouse,6,811.99,0.1,4384.75
ORD00370,2025-11-10,CUST1120,Punjab,North,Software,6,7890.43,0.1,42608.32
ORD00371,2025-08-30,CUST1109,Rajasthan,North,Mouse,1,812.18,0.1,730.96
ORD00372,2025-06-13,CUST1081,Punjab,North,Mouse,2,982.72,0.1,1768.9
ORD00373,2025-11-04,CUST1055,Odisha,East,Laptop,4,64406.91,0.05,244746.26
ORD00374,2025-04-22,CUST1082,Punjab,North,Monitor,6,19312.78,0.08,106606.55
ORD00375,2025-02-11,CUST1021,Uttar Pradesh,North,Printer,1,11746.74,0.1,10572.07
ORD00376,2025-04-30,CUST1009,Gujarat,West,Mouse,1,828.39,0.0,828.39
ORD00377,2025-04-07,CUST1010,Maharashtra,West,Laptop,2,59493.42,0.08,109467.89
ORD00378,2025-09-04,CUST1034,West Bengal,East,Monitor,4,19170.48,0.1,69013.73
ORD00379,2025-12-09,CUST1088,Uttar Pradesh,North,Printer,6,12273.44,0.0,73640.64
ORD00380,2025-04-11,CUST1008,Tamil Nadu,South,Printer,5,12029.33,0.08,55334.92
ORD00381,2025-06-01,CUST1017,Tamil Nadu,South,Laptop,7,67067.46,0.05,445998.61
ORD00382,2025-08-16,CUST1011,Punjab,North,Keyboard,5,1786.3,0.03,8663.56
ORD00383,2025-09-18,CUST1005,Delhi,North,Printer,7,11244.47,0.05,74775.73
ORD00384,2025-05-16,CUST1104,Kerala,South,Software,2,8098.35,0.08,14900.96
ORD00385,2025-10-19,CUST1068,Maharashtra,West,Laptop,2,58635.56,0.03,113752.99
ORD00386,2025-07-09,CUST1114,Kerala,South,Laptop,1,65393.93,0.0,65393.93
ORD00387,2025-09-15,CUST1118,Gujarat,West,Mouse,4,895.38,0.08,3295.0
ORD00388,2025-01-10,CUST1015,Tamil Nadu,South,Mouse,7,838.19,0.08,5397.94
ORD00389,2025-11-11,CUST1078,Bihar,East,Monitor,7,17539.8,0.0,122778.6
ORD00390,2025-08-01,CUST1044,Karnataka,South,Monitor,1,19595.07,0.03,19007.22
ORD00391,2025-05-02,CUST1032,Andhra Pradesh,South,Printer,6,12349.95,0.0,74099.7
ORD00392,2025-05-29,CUST1013,Kerala,South,Laptop,4,65572.22,0.0,262288.88
ORD00393,2025-09-13,CUST1086,Kerala,South,Mouse,6,819.69,0.08,4524.69
ORD00394,2025-09-15,CUST1029,Haryana,North,Printer,1,10903.62,0.08,10031.33
ORD00395,2025-03-29,CUST1044,Punjab,North,Keyboard,3,1696.86,0.03,4937.86
ORD00396,2025-07-03,CUST1003,Tamil Nadu,South,Software,3,7635.52,0.1,20615.9
ORD00397,2025-04-18,CUST1111,Telangana,South,Software,3,6890.64,0.1,18604.73
ORD00398,2025-03-13,CUST1001,Maharashtra,West,Mouse,7,910.45,0.03,6181.96
ORD00399,2025-08-12,CUST1064,Karnataka,South,Mouse,3,860.02,0.0,2580.06
ORD00400,2025-10-29,CUST1103,Gujarat,West,Monitor,3,18198.31,0.0,54594.93
ORD00401,2025-03-27,CUST1106,Goa,West,Printer,2,11700.62,0.0,23401.24
ORD00402,2025-01-14,CUST1034,Gujarat,West,Monitor,6,18884.64,0.08,104243.21
ORD00403,2025-08-11,CUST1119,Punjab,North,Laptop,4,68331.44,0.05,259659.47
ORD00404,2025-05-12,CUST1020,Haryana,North,Printer,5,11683.94,0.03,56667.11
ORD00405,2025-11-06,CUST1104,Gujarat,West,Software,3,7337.29,0.03,21351.51
ORD00406,2025-01-20,CUST1017,Rajasthan,North,Mouse,2,842.64,0.08,1550.46
ORD00407,2025-12-02,CUST1058,Rajasthan,North,Keyboard,5,1643.35,0.05,7805.91
ORD00408,2025-06-08,CUST1060,Rajasthan,North,Keyboard,4,1835.77,0.03,7122.79
ORD00409,2025-04-19,CUST1076,Karnataka,South,Printer,1,10940.52,0.05,10393.49
ORD00410,2025-07-11,CUST1019,Kerala,South,Monitor,6,19039.01,0.1,102810.65
ORD00411,2025-05-26,CUST1063,Andhra Pradesh,South,Mouse,4,888.12,0.0,3552.48
ORD00412,2025-11-09,CUST1118,Delhi,North,Laptop,3,68063.62,0.08,187855.59
ORD00413,2025-02-16,CUST1091,Tamil Nadu,South,Laptop,1,64950.16,0.08,59754.15
ORD00414,2025-05-17,CUST1090,Telangana,South,Software,7,7325.75,0.08,47177.83
ORD00415,2025-02-19,CUST1003,Andhra Pradesh,South,Mouse,1,875.2,0.08,805.18
ORD00416,2025-12-31,CUST1051,Tamil Nadu,South,Printer,1,12474.41,0.1,11226.97
ORD00417,2025-03-10,CUST1093,Punjab,North,Printer,2,11831.18,0.05,22479.24
ORD00418,2025-07-11,CUST1005,Andhra Pradesh,South,Mouse,4,888.33,0.0,3553.32
ORD00419,2025-10-22,CUST1114,Delhi,North,Software,2,6824.76,0.08,12557.56
ORD00420,2025-07-01,CUST1046,Odisha,East,Laptop,1,68451.67,0.08,62975.54
ORD00421,2025-06-01,CUST1089,Karnataka,South,Keyboard,4,1890.5,0.0,7562.0
ORD00422,2025-12-08,CUST1092,Delhi,North,Mouse,6,818.03,0.08,4515.53
ORD00423,2025-12-02,CUST1016,Rajasthan,North,Printer,7,12689.1,0.08,81717.8
ORD00424,2025-11-25,CUST1045,Haryana,North,Monitor,1,17165.3,0.1,15448.77
ORD00425,2025-01-21,CUST1068,Delhi,North,Printer,4,12975.45,0.03,50344.75
ORD00426,2025-07-22,CUST1020,West Bengal,East,Laptop,3,68021.83,0.03,197943.53
ORD00427,2025-05-22,CUST1057,Uttar Pradesh,North,Mouse,2,885.38,0.03,1717.64
ORD00428,2025-03-28,CUST1090,Punjab,North,Monitor,5,16721.87,0.03,81101.07
ORD00429,2025-06-10,CUST1050,Punjab,North,Laptop,3,71136.07,0.05,202737.8
ORD00430,2025-03-27,CUST1119,Punjab,North,Keyboard,7,1651.98,0.03,11216.94
ORD00431,2025-02-12,CUST1041,Bihar,East,Laptop,5,69681.82,0.1,313568.19
ORD00432,2025-07-17,CUST1098,Rajasthan,North,Software,1,7669.35,0.0,7669.35
ORD00433,2025-04-22,CUST1057,Bihar,East,Monitor,5,19604.51,0.1,88220.29
ORD00434,2025-03-27,CUST1076,West Bengal,East,Monitor,2,18543.5,0.05,35232.65
ORD00435,2025-07-11,CUST1115,Uttar Pradesh,North,Software,4,7438.86,0.05,28267.67
ORD00436,2025-03-09,CUST1110,Telangana,South,Laptop,7,60641.18,0.1,382039.43
ORD00437,2025-04-26,CUST1092,Delhi,North,Software,7,7739.44,0.1,48758.47
ORD00438,2025-10-11,CUST1026,Kerala,South,Printer,5,12144.44,0.0,60722.2
ORD00439,2025-04-07,CUST1042,Bihar,East,Monitor,1,19473.19,0.05,18499.53
ORD00440,2025-06-27,CUST1043,Delhi,North,Printer,6,11884.07,0.08,65600.07
ORD00441,2025-03-15,CUST1008,Odisha,East,Mouse,3,846.68,0.05,2413.04
ORD00442,2025-03-26,CUST1072,Uttar Pradesh,North,Keyboard,4,1827.93,0.0,7311.72
ORD00443,2025-09-25,CUST1002,Rajasthan,North,Laptop,7,60553.41,0.03,411157.65
ORD00444,2025-12-29,CUST1040,Rajasthan,North,Printer,5,12953.25,0.05,61527.94
ORD00445,2025-01-08,CUST1101,Haryana,North,Laptop,4,58933.99,0.0,235735.96
ORD00446,2025-09-03,CUST1019,Andhra Pradesh,South,Keyboard,3,1778.52,0.1,4802.0
ORD00447,2025-01-16,CUST1001,Andhra Pradesh,South,Laptop,4,65067.69,0.05,247257.22
ORD00448,2025-09-26,CUST1034,Telangana,South,Mouse,7,930.23,0.1,5860.45
ORD00449,2025-09-04,CUST1027,Delhi,North,Keyboard,6,1773.9,0.03,10324.1
ORD00450,2025-06-03,CUST1005,Punjab,North,Laptop,3,58881.73,0.0,176645.19
ORD00451,2025-05-14,CUST1083,Odisha,East,Mouse,4,863.37,0.1,3108.13
ORD00452,2025-12-30,CUST1108,Karnataka,South,Keyboard,1,1944.47,0.05,1847.25
ORD00453,2025-10-13,CUST1090,Maharashtra,West,Mouse,2,968.37,0.05,1839.9
ORD00454,2025-06-12,CUST1052,Andhra Pradesh,South,Mouse,4,828.11,0.03,3213.07
ORD00455,2025-10-06,CUST1048,West Bengal,East,Laptop,3,68234.74,0.03,198563.09
ORD00456,2025-12-16,CUST1015,Andhra Pradesh,South,Software,1,7959.29,0.1,7163.36
ORD00457,2025-03-07,CUST1099,Goa,West,Printer,1,12574.31,0.08,11568.37
ORD00458,2025-01-01,CUST1072,Uttar Pradesh,North,Keyboard,7,1855.9,0.0,12991.3
ORD00459,2025-10-21,CUST1015,Rajasthan,North,Printer,4,12030.37,0.03,46677.84
ORD00460,2025-10-29,CUST1116,Telangana,South,Mouse,3,864.71,0.0,2594.13
ORD00461,2025-12-21,CUST1077,Kerala,South,Keyboard,4,1895.78,0.0,7583.12
ORD00462,2025-08-07,CUST1023,Telangana,South,Monitor,3,19347.22,0.0,58041.66
ORD00463,2025-07-09,CUST1035,Goa,West,Printer,2,11715.87,0.08,21557.2
ORD00464,2025-10-08,CUST1040,Odisha,East,Software,7,7383.82,0.05,49102.4
ORD00465,2025-10-02,CUST1073,Uttar Pradesh,North,Software,2,7188.33,0.0,14376.66
ORD00466,2025-05-01,CUST1019,Karnataka,South,Keyboard,5,1729.71,0.0,8648.55
ORD00467,2025-10-13,CUST1009,Telangana,South,Keyboard,6,1814.65,0.1,9799.11
ORD00468,2025-11-05,CUST1099,Andhra Pradesh,South,Laptop,4,69218.95,0.0,276875.8
ORD00469,2025-03-09,CUST1092,Maharashtra,West,Printer,6,10915.54,0.0,65493.24
ORD00470,2025-04-30,CUST1055,Uttar Pradesh,North,Monitor,1,18335.6,0.1,16502.04
ORD00471,2025-09-25,CUST1035,Andhra Pradesh,South,Mouse,6,861.35,0.0,5168.1
ORD00472,2025-11-21,CUST1048,Goa,West,Software,2,7532.17,0.1,13557.91
ORD00473,2025-07-20,CUST1061,Delhi,North,Mouse,3,830.69,0.08,2292.7
ORD00474,2025-03-06,CUST1008,Maharashtra,West,Keyboard,3,1643.29,0.0,4929.87
ORD00475,2025-01-15,CUST1105,Tamil Nadu,South,Keyboard,6,1787.2,0.08,9865.34
ORD00476,2025-01-21,CUST1051,Odisha,East,Monitor,4,16814.09,0.1,60530.72
ORD00477,2025-11-07,CUST1071,Haryana,North,Keyboard,1,1850.26,0.1,1665.23
ORD00478,2025-12-08,CUST1108,Karnataka,South,Keyboard,4,1795.56,0.08,6607.66
ORD00479,2025-03-28,CUST1038,West Bengal,East,Monitor,3,18022.56,0.0,54067.68
ORD00480,2025-09-25,CUST1006,Haryana,North,Software,1,7292.78,0.03,7074.0
ORD00481,2025-04-03,CUST1109,Gujarat,West,Printer,3,11927.14,0.08,32918.91
ORD00482,2025-12-06,CUST1056,Bihar,East,Printer,6,11873.92,0.05,67681.34
ORD00483,2025-07-09,CUST1008,Bihar,East,Mouse,5,811.38,0.0,4056.9
ORD00484,2025-12-07,CUST1117,Goa,West,Keyboard,4,1741.99,0.0,6967.96
ORD00485,2025-08-21,CUST1009,Bihar,East,Software,2,6816.58,0.05,12951.5
ORD00486,2025-10-04,CUST1051,Uttar Pradesh,North,Mouse,1,957.28,0.0,957.28
ORD00487,2025-05-27,CUST1011,Goa,West,Laptop,7,67280.46,0.1,423866.9
ORD00488,2025-01-19,CUST1076,Tamil Nadu,South,Software,5,7334.81,0.0,36674.05
ORD00489,2025-08-28,CUST1033,Uttar Pradesh,North,Mouse,5,919.42,0.1,4137.39
ORD00490,2025-01-08,CUST1025,Tamil Nadu,South,Monitor,7,19156.31,0.08,123366.64
ORD00491,2025-06-26,CUST1047,Goa,West,Software,7,7994.38,0.1,50364.59
ORD00492,2025-06-10,CUST1036,Delhi,North,Monitor,2,18595.05,0.03,36074.4
ORD00493,2025-04-23,CUST1097,West Bengal,East,Mouse,3,908.93,0.08,2508.65
ORD00494,2025-10-12,CUST1105,Karnataka,South,Monitor,3,19590.21,0.0,58770.63
ORD00495,2025-07-29,CUST1051,Gujarat,West,Monitor,3,18355.29,0.05,52312.58
ORD00496,2025-06-04,CUST1117,Haryana,North,Laptop,1,60734.03,0.08,55875.31
ORD00497,2025-10-23,CUST1002,West Bengal,East,Mouse,6,906.11,0.05,5164.83
ORD00498,2025-11-17,CUST1055,Bihar,East,Laptop,6,62335.53,0.08,344092.13
ORD00499,2025-05-07,CUST1095,Tamil Nadu,South,Monitor,5,19108.88,0.1,85989.96
ORD00500,2025-04-17,CUST1018,Maharashtra,West,Laptop,6,63536.1,0.08,350719.27
